Reporting Account Number,Reporting Account Name,Source Account Number,Source Account Name,Begin Date,As Of Date,Total Market Value,End Date,End NAV,ROR
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50149102,Sequoia China Venture 2010,2020-10-31,2020-12-31,10153275.0,2021-01-31,10153275.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50149202,Sequoia China Growth 2010,2020-10-31,2020-12-31,11643828.0,2021-01-31,11643828.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50149302,Sequoia China Venture IV,2020-10-31,2020-12-31,7895296.0,2021-01-31,7895296.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50149402,Sequoia Israel Venture V,2020-10-31,2020-12-31,4860872.0,2021-01-31,4860872.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50149502,Sequoia China Growth III,2020-10-31,2020-12-31,28565330.18,2021-01-31,28565330.18,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50149602,Sequoia India IV,2020-10-31,2020-12-31,8607909.0,2021-01-31,8607909.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50149702,Sequoia China Venture V,2020-10-31,2020-12-31,9431282.9,2021-01-31,9431282.9,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50149802,Sequoia Capital India V,2020-10-31,2020-12-31,13965403.0,2021-01-31,13965403.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50150002,Ceyuan Ventures III,2020-10-31,2020-12-31,13008016.62,2021-01-31,13008016.62,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50151002,Sequoia US Growth V,2020-10-31,2020-12-31,3430270.84,2021-01-31,3430270.84,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50151102,Sequoia US Growth VI,2020-10-31,2020-12-31,11100644.0,2021-01-31,11100644.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50151202,Sequoia US Growth VII,2020-10-31,2020-12-31,14425116.68,2021-01-31,14425116.68,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50151302,Sequoia US GR VIII,2020-10-31,2020-12-31,8100244.0,2021-01-31,8100244.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50151402,Sequoia US GR IX,2020-10-31,2020-12-31,1365000.0,2021-01-31,1365000.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50152002,FTV IV LP,2020-10-31,2020-12-31,33988204.09,2021-01-31,33988204.09,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50152102,"FTV V, L.P.",2020-10-31,2020-12-31,47115270.0,2021-01-31,47115270.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50152202,FTV VI LP,2020-10-31,2020-12-31,12490480.0,2021-01-31,12490480.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50153002,TCV VIII,2020-10-31,2020-12-31,35505386.0,2021-01-31,35505386.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50153102,TCV IX,2020-10-31,2020-12-31,24575139.0,2021-01-31,23683666.0,-0.036275400110656546
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50153202,TCV X,2020-10-31,2020-12-31,16016197.0,2021-01-31,16016197.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50154002,Telegraph Hill III,2020-10-31,2020-12-31,19351532.5,2021-01-31,19351532.5,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50155002,Marlin IV,2020-10-31,2020-12-31,5755275.0,2021-01-31,5755275.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50155102,Marlin Heritage L.P.,2020-10-31,2020-12-31,4203756.0,2021-01-31,4203756.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50155202,Marlin Equity V,2020-10-31,2020-12-31,8945702.0,2021-01-31,8945702.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50155302,Marlin Heritage II,2020-10-31,2020-12-31,4656494.0,2021-01-31,4656494.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50156002,Sentinel Capital V,2020-10-31,2020-12-31,9017550.0,2021-01-31,9017550.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50156102,Sentinel Capital VI,2020-10-31,2020-12-31,6720782.0,2021-01-31,6720782.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50157002,ZMC II LP,2020-10-31,2020-12-31,37690952.69,2021-01-31,37778339.809999995,0.0023185171443857533
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50157102,ZMC III,2020-10-31,2020-12-31,5785775.61,2021-01-31,5955095.91,0.029264926850490112
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50158002,Kuramo Africa Opp Fund,2020-10-31,2020-12-31,11877460.0,2021-01-31,11877460.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50158102,Kuramo Africa Opp Fund II,2020-10-31,2020-12-31,15451072.0,2021-01-31,16571840.0,0.07253658516379964
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50159002,Pamlico Capital III LP,2020-10-31,2020-12-31,8176426.4,2021-01-31,8176426.4,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50159102,Pamlico Capital IV,2020-10-31,2020-12-31,18029335.61,2021-01-31,18029335.61,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50160002,Deerfield PD Fund III,2020-10-31,2020-12-31,26467341.0,2021-01-31,26467341.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50160102,Deerfield PD IV,2020-10-31,2020-12-31,28803975.0,2021-01-31,28803975.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50161002,Hillhouse Fund II,2020-10-31,2020-12-31,30742860.87,2021-01-31,30742860.87,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50161102,Hillhouse Fund III,2020-10-31,2020-12-31,42468766.96,2021-01-31,42468766.96,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50161202,Hillhouse Fund IV,2020-10-31,2020-12-31,40812876.08,2021-01-31,40946511.15,0.0032743360144002944
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50161302,Hillhouse V Feeder,2020-10-31,2020-12-31,294676.03,2021-01-31,239949.09000000003,-0.1857190080916999
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50161402,Hillhouse Focused V,2020-10-31,2020-12-31,643605.76,2021-01-31,671734.15,0.04370437890425346
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50162002,DCM Ventures China Turbo Fund,2020-10-31,2020-12-31,24973840.0,2021-01-31,24973840.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50162102,DCM Ventures China Fund VIII,2020-10-31,2020-12-31,12987898.0,2021-01-31,12987898.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50162202,DCM Vent China IX,2020-10-31,2020-12-31,6221813.0,2021-01-31,6221813.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50163002,Valar Global Fund II,2020-10-31,2020-12-31,22377611.0,2021-01-31,22377611.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50163102,Valar Global Fund III,2020-10-31,2020-12-31,22500000.0,2021-01-31,22500000.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50163202,Valar Global Fund IV,2020-10-31,2020-12-31,28215417.0,2021-01-31,28215417.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50163302,Valar Fund V,2020-10-31,2020-12-31,23833662.0,2021-01-31,24133662.0,0.012587239006746005
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50163402,Valar Fund VI,2020-10-31,2020-12-31,2070730.0,2021-01-31,3070730.0,0.48292148179627475
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50164002,Shoreline China Value III,2020-10-31,2020-12-31,7407436.0,2021-01-31,7227437.0,-0.024299771202883156
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50164102,Shoreline Fund III Co-Inv,2020-10-31,2020-12-31,3392048.0,2021-01-31,3392048.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50165002,Revolution Growth III,2020-10-31,2020-12-31,41182098.0,2021-01-31,41329818.0,0.0035869954949842527
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50166002,IDG China Capital Fund III,2020-10-31,2020-12-31,17564704.0,2021-01-31,17564704.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50166102,IDG China Venture V,2020-10-31,2020-12-31,14797241.0,2021-01-31,14797241.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50168002,Kandeo Fund II,2020-10-31,2020-12-31,12875602.96,2021-01-31,12875602.96,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50169002,Trustbridge V,2020-10-31,2020-12-31,33682158.36,2021-01-31,33682158.36,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50169102,Trustbridge VI,2020-10-31,2020-12-31,41577263.13,2021-01-31,41577263.13,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50170002,Thompson Street Capital IV,2020-10-31,2020-12-31,22828675.0,2021-01-31,22828675.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50171002,Sequoia Cap China Venture VI,2020-10-31,2020-12-31,8528078.1,2021-01-31,8528078.1,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50171102,Sequoia Cap China Growth IV,2020-10-31,2020-12-31,40337070.0,2021-01-31,40337070.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50171202,Sequoia China Seed I,2020-10-31,2020-12-31,1740510.0,2021-01-31,1740510.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50171302,Sequoia China VC VII,2020-10-31,2020-12-31,7468515.0,2021-01-31,7468515.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50171402,Sequoia China GR V,2020-10-31,2020-12-31,20142424.0,2021-01-31,20142424.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50171502,Seq China Gr VI,2020-10-31,2020-12-31,3921222.0,2021-01-31,3921222.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50171602,Seq China VC VIII,2020-10-31,2020-12-31,1475462.0,2021-01-31,1475462.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50171702,Seq China Seed II,2020-10-31,2020-12-31,292013.0,2021-01-31,292013.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50172002,Sequoia India VC VI,2020-10-31,2020-12-31,6934262.0,2021-01-31,6934262.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50172102,Sequoia India Seed I,2020-10-31,2020-12-31,987922.0,2021-01-31,987922.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50172202,Seq India Gr III,2020-10-31,2020-12-31,413254.0,2021-01-31,413254.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50172302,Seq India VC VII,2020-10-31,2020-12-31,426796.0,2021-01-31,426796.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50174002,Sequoia Cap Gbl Growth Fund II,2020-10-31,2020-12-31,69751822.88,2021-01-31,69751822.88,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50174102,Sequoia GLB GRTH III,2020-10-31,2020-12-31,21939325.0,2021-01-31,22329398.0,0.017779626310289856
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50174202,Seq Gbl III US India,2020-10-31,2020-12-31,633394.0,2021-01-31,633394.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50174302,SEQ GBL III China,2020-10-31,2020-12-31,876716.0,2021-01-31,876716.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50175002,Shamrock Cap Cont I,2020-10-31,2020-12-31,10367643.82,2021-01-31,10114193.07,-0.02444632111213867
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50176002,GGV VI,2020-10-31,2020-12-31,7082991.64,2021-01-31,7082991.64,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50176102,GGV VI Plus,2020-10-31,2020-12-31,1956732.82,2021-01-31,1956732.82,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50176202,GGV Discovery I,2020-10-31,2020-12-31,1283344.14,2021-01-31,1318344.14,0.027272497617046042
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50176302,GGV VII,2020-10-31,2020-12-31,8649357.14,2021-01-31,8649357.14,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50176402,GGV VII Plus,2020-10-31,2020-12-31,2158120.55,2021-01-31,2188120.55,0.01390098435418726
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50176502,GGV Discovery II,2020-10-31,2020-12-31,6183342.33,2021-01-31,7033342.33,0.1374661072662946
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50177002,Accel XIII,2020-10-31,2020-12-31,2477414.0,2021-01-31,2477414.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50177102,Accel Growth Fund IV,2020-10-31,2020-12-31,7661429.52,2021-01-31,7661429.52,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50177202,Accel Leaders Fund,2020-10-31,2020-12-31,4423291.04,2021-01-31,4423291.04,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50177302,Accel India V,2020-10-31,2020-12-31,7287381.0,2021-01-31,7287381.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50177402,Accel Growth V,2020-10-31,2020-12-31,5371523.0,2021-01-31,5371523.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50177502,Accel Leaders II,2020-10-31,2020-12-31,2976136.0,2021-01-31,2976136.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50177602,Accel India VI,2020-10-31,2020-12-31,1762586.0,2021-01-31,1762586.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50178002,83North IV LP,2020-10-31,2020-12-31,5050194.0,2021-01-31,5050194.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50178102,83NORTH V,2020-10-31,2020-12-31,2546464.0,2021-01-31,2546464.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50178202,83North FXV LP,2020-10-31,2020-12-31,2930853.0,2021-01-31,2930853.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50178302,83North FXV III,2020-10-31,2020-12-31,2000281.0,2021-01-31,2000281.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50179002,Northern Light V,2020-10-31,2020-12-31,19832660.0,2021-01-31,21327660.0,0.07538071040394985
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50180002,Alphax Partners I,2020-10-31,2020-12-31,6096248.3,2021-01-31,6096248.3,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50181002,Saama Capital IV,2020-10-31,2020-12-31,4234291.0,2021-01-31,4234291.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50500002,Champion Ventures III,2020-10-31,2020-12-31,1596390.0,2021-01-31,1596390.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50501002,Charles River XIII,2020-10-31,2020-12-31,869465.0,2021-01-31,869465.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50501102,Charles River XIV,2020-10-31,2020-12-31,2557722.0,2021-01-31,2557722.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50501202,Charles River XV,2020-10-31,2020-12-31,17966277.0,2021-01-31,17966277.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50501302,Charles River XVI,2020-10-31,2020-12-31,27931021.0,2021-01-31,27931021.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50501402,CRV XVII,2020-10-31,2020-12-31,10091520.0,2021-01-31,10841520.0,0.07431982496194825
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50502002,Founders Fund II,2020-10-31,2020-12-31,76114121.0,2021-01-31,76114121.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50502102,Founders Fund III,2020-10-31,2020-12-31,22245311.0,2021-01-31,22245311.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50502202,Founders Fund IV,2020-10-31,2020-12-31,32058095.04,2021-01-31,32058095.04,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50502302,Founders Fund V,2020-10-31,2020-12-31,44043183.0,2021-01-31,44043183.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50502402,The Founders Fund VI,2020-10-31,2020-12-31,22879376.0,2021-01-31,22879376.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50502502,Lembas II,2020-10-31,2020-12-31,18497368.0,2021-01-31,18497368.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50502602,Founders Fund VII,2020-10-31,2020-12-31,5056263.0,2021-01-31,5056263.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50503002,FTV III LP,2020-10-31,2020-12-31,2497113.9,2021-01-31,2497113.9,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50504002,Highland Capital IV,2020-10-31,2020-12-31,0.01,2021-01-31,0.01,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50504102,Highland Capital V,2020-10-31,2020-12-31,0.01,2021-01-31,0.01,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50504202,Highland Capital VI,2020-10-31,2020-12-31,70868.0,2021-01-31,70868.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50504302,Highland Capital VII,2020-10-31,2020-12-31,2943540.05,2021-01-31,2943540.05,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50504402,Highland Capital VIII,2020-10-31,2020-12-31,5708139.0,2021-01-31,5708139.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50504502,Highland Capital 9,2020-10-31,2020-12-31,19729430.09,2021-01-31,19729430.09,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50505002,Knightsbridge VI,2020-10-31,2020-12-31,2924172.0,2021-01-31,2352172.0,-0.19561092849531422
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50506002,New Leaf Vent II,2020-10-31,2020-12-31,1604324.0,2021-01-31,1604324.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50507002,Polaris V,2020-10-31,2020-12-31,2588898.22,2021-01-31,2588898.22,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50507102,Polaris VI,2020-10-31,2020-12-31,6920549.0,2021-01-31,6920549.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50507202,Polaris VII,2020-10-31,2020-12-31,26013361.0,2021-01-31,26013361.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50507302,Polaris VIII,2020-10-31,2020-12-31,18077291.0,2021-01-31,18077291.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50507402,Polaris IX,2020-10-31,2020-12-31,2729856.0,2021-01-31,2729856.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50508002,Sanderling VI,2020-10-31,2020-12-31,4336480.0,2021-01-31,4336480.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50508102,Sanderling VI Co-Investment,2020-10-31,2020-12-31,1979421.0,2021-01-31,1979421.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50508202,Sanderling VII,2020-10-31,2020-12-31,8041685.0,2021-01-31,8041685.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50509002,SVB Strategic II,2020-10-31,2020-12-31,4780789.0,2021-01-31,4780789.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50509102,SVB Strategic III,2020-10-31,2020-12-31,14494002.0,2021-01-31,13838347.0,-0.045236298435725346
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50509202,Capital Partners III,2020-10-31,2020-12-31,24747121.0,2021-01-31,24747121.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50510002,TCV VI,2020-10-31,2020-12-31,166020.0,2021-01-31,166020.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50510102,TCV VII,2020-10-31,2020-12-31,6005436.45,2021-01-31,6005436.45,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50511002,Tech Part VIII- VC,2020-10-31,2020-12-31,210768.5,2021-01-31,210768.5,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50512002,Zero2IPO China II,2020-10-31,2020-12-31,1298674.0,2021-01-31,1298674.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50512102,Zero2IPO China Angel III,2020-10-31,2020-12-31,4013485.0,2021-01-31,4013485.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50513002,InterWest Partners X,2020-10-31,2020-12-31,10911587.64,2021-01-31,10911587.64,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50514102,Sequoia US Venture 2010,2020-10-31,2020-12-31,22916101.0,2021-01-31,22916101.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50514202,Sequoia US Venture XIV,2020-10-31,2020-12-31,19865404.0,2021-01-31,19865404.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50514302,Sequoia Venture 2010 Seed,2020-10-31,2020-12-31,1803812.0,2021-01-31,1803812.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50514402,Sequoia US Scout 2013,2020-10-31,2020-12-31,150957.0,2021-01-31,150957.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50514502,Sequoia US Venture XV,2020-10-31,2020-12-31,7287577.0,2021-01-31,7317577.0,0.004116594582808525
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50514602,Sequoia Sct Seed III,2020-10-31,2020-12-31,1685610.0,2021-01-31,1685610.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50514702,Sequoia US VC XVI,2020-10-31,2020-12-31,4015792.0,2021-01-31,4015792.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50514802,Sequoia US VC XVII,2020-10-31,2020-12-31,630000.0,2021-01-31,630000.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50515002,5AM IV,2020-10-31,2020-12-31,20353430.83,2021-01-31,20353430.83,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50515102,"5AM Ventures V, L.P.",2020-10-31,2020-12-31,10043553.0,2021-01-31,10043553.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50516002,Versant V,2020-10-31,2020-12-31,30070249.72,2021-01-31,30070249.72,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50516102,Versant VI,2020-10-31,2020-12-31,38943084.3,2021-01-31,38943084.3,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50516202,Versant VII,2020-10-31,2020-12-31,10811057.64,2021-01-31,10811057.64,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50516302,Versant Vantage I,2020-10-31,2020-12-31,12679567.68,2021-01-31,13272544.27,0.04676630978005079
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50517002,Pear Ventures I,2020-10-31,2020-12-31,17248132.0,2021-01-31,17248132.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50517102,Pear Ventures II,2020-10-31,2020-12-31,6908426.0,2021-01-31,6908426.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50517202,Pear III,2020-10-31,2020-12-31,1033769.0,2021-01-31,1233769.0,0.19346681898954216
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50518002,Thrive Capital Partners IV,2020-10-31,2020-12-31,2373089.0,2021-01-31,2373089.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50518102,Thrive Capital Partners IV Sup,2020-10-31,2020-12-31,1069710.0,2021-01-31,1069710.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50518202,Thrive Capital Partners V L.P.,2020-10-31,2020-12-31,15243647.0,2021-01-31,16059363.0,0.053511866287641006
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50518302,Thrive VI,2020-10-31,2020-12-31,2287726.89,2021-01-31,2722520.89,0.19005502881508726
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50518402,Thrive VI Growth,2020-10-31,2020-12-31,5719316.72,2021-01-31,5719316.72,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50519002,Legacy Venture VII,2020-10-31,2020-12-31,19313403.0,2021-01-31,19313403.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50520002,Formation 8 Partners Fund II,2020-10-31,2020-12-31,9868841.0,2021-01-31,9868841.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50521002,Maveron Equity Partners V,2020-10-31,2020-12-31,24403867.0,2021-01-31,24403867.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50521102,"Maveron Equity Partners VI, LP",2020-10-31,2020-12-31,10831622.0,2021-01-31,10831622.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50521202,Maveron VII,2020-10-31,2020-12-31,2656858.0,2021-01-31,2656858.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50522002,"A-Fund II, L.P.",2020-10-31,2020-12-31,7843459.0,2021-01-31,7843459.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50522102,A Fund III,2020-10-31,2020-12-31,1037228.0,2021-01-31,1037228.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50523002,CrossCut Ventures 3 LP,2020-10-31,2020-12-31,4684527.0,2021-01-31,4684527.0,0.0
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50523102,CrossCut Ventures 4 LP,2020-10-31,2020-12-31,6366507.0,2021-01-31,6966507.0,0.09424320117766304
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50524002,TI Platform Fund I,2020-10-31,2020-12-31,5923090.0,2021-01-31,5976882.83,0.009081886312718543
