Reporting Account Number,Reporting Account Name,Source Account Number,Source Account Name,Begin Date,Beta
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50523102,CrossCut Ventures 4 LP,2020-10-31,Not have CRBM
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50524002,TI Platform Fund I,2020-10-31,Not have CRBM
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50524102,TI Platform Fund II,2020-10-31,Not have CRBM
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50525002,"Felicis Ventures V, L.P.",2020-10-31,Not have CRBM
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50526002,Andreessen Horowitz Fund VQ LP,2020-10-31,Not have CRBM
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50526102,AH Parallel Fund VQ LP,2020-10-31,Not have CRBM
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50526202,AH LSV Fund I,2020-10-31,Not have CRBM
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50526302,Andreessen H Fund VI,2020-10-31,Not have CRBM
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50527002,"Initialized III, L.P.",2020-10-31,Not have CRBM
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50527102,Initialized Annex,2020-10-31,Not have CRBM
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50528002,YC II LP,2020-10-31,Not have CRBM
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50528202,YCC20 LP Continuity,2020-10-31,Not have CRBM
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50528302,Y Combinator ES20,2020-10-31,Not have CRBM
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50529002,General Catalyst IX,2020-10-31,Not have CRBM
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50529102,GC X-Early Venture,2020-10-31,Not have CRBM
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50529202,GC X-Growth Venture,2020-10-31,Not have CRBM
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50529302,GC X Endurance,2020-10-31,Not have CRBM
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50530002,Accel XIV,2020-10-31,Not have CRBM
KSBG55000000,Total Vent Cap and Priv Equity,KSBF55010002,Startup Capital Vent,2020-10-31,Not have CRBM
KSBG55000000,Total Vent Cap and Priv Equity,KSBF55010102,Startup Capital II,2020-10-31,Not have CRBM
KSBG55000000,Total Vent Cap and Priv Equity,KSBF55011002,Tech Partners VIII-HTI,2020-10-31,Not have CRBM
KSBG55000000,Total Vent Cap and Priv Equity,KSBF55012002,Arsenal Venture Partners II,2020-10-31,Not have CRBM
KSBG55000000,Total Vent Cap and Priv Equity,KSBG55000000,Total Vent Cap and Priv Equity,2020-10-31,Not have CRBM
KSBG66000000,Total Mktble Real Assets,KSBF60014002,Touradji PE Offshore,2020-10-31,Not have CRBM
KSBG66000000,Total Mktble Real Assets,KSBF60023002,Chickasaw MLP,2020-10-31,Not have CRBM
KSBG66000000,Total Mktble Real Assets,KSBG66000000,Total Mktble Real Assets,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60500202,Arclight Energy IV,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60502102,Denham Commodity V,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60502202,Denham Commodity VI,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60503002,Encap Energy VI,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60503102,Encap Energy VII,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60503202,Encap Energy VIII,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60503302,Encap Energy IX,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60503402,Encap Energy X,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60503502,Encap Energy XI,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60504102,Energy Spectrum VI,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60504202,Energy Spectrum VII,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60504302,Energy Spectrum VIII,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60505002,Enervest Energy XI,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60505102,Enervest Energy XII,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60505202,Enervest Energy XIII,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60505302,Enervest Energy Inst. XIV-C,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60506002,First Reserve X,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60506102,First Reserve XI,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60506202,First Reserve XII,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60506302,First Reserve XIII,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60507002,Greenfield Acquisition V,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60507102,Greenfield Acquisition VI,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60507202,Greenfield Acquisition VII,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60508002,Haddington Energy Partners III,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60508102,Haddington Energy Partners IV,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60509002,Kayne Anderson En IV,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60509102,Kayne Anderson En V,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60509202,Kayne Anderson Energy Fund VII,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60510102,Lime Rock IV Acquisition,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60510202,Lime Rock Partners V,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60510302,Lime Rock Resources II-C,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60510402,Lime Rock Partners VI,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60510502,Lime Rock Partners VII,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60510602,Lime Rock VIII,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60511002,Merit Energy E-1,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60511102,Merit Energy F-1,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60511202,Merit Energy G,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60511302,Merit Energy Partners I,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60511402,Merit Energy Partners J,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60512102,Natural Gas Partners IX,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60512202,Natural Gas Partners X,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60512302,Natural Gas Partners XI,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60513002,NGP Midstream & Res,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60513102,Energy Minerals Group Fund II,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60513202,EMG Fund III,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60513302,The Energy & Minerals Group IV,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60514102,Quantum Energy IV,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60514202,Quantum Energy V,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60514402,Quantum Energy VI,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60514502,Quantum Parallel Prtns. VI-C,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60514602,Quantum Energy VII,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60515002,Resource Capital IV,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60515102,Resource Capital V,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60515202,Resource Capital VI,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60515302,RCF V Annex Fund L.P.,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60515402,Resource Capital VII,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60517002,Sentient Global III,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60517102,Sentient Global IV,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60518002,JOG LP NO V,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60518102,JOG Limited Partnership No. VI,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60520002,Orion Mine Finance Fund I,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60520102,Orion Mine Fund I-A,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60520202,Orion Mine Finance Fund II LP,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60520302,Orion Mine III,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60521002,LBA Realty Fund V,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60522002,Alterna CCA Fund II,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60523002,Campus-Clarion SHP,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60524002,Agriculture Capital Management,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60524102,"ACM Fund II, LLC",2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60525002,Wastewater Opportunities Fund,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60525102,WOF II,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60526002,DRA Growth and Income Fund IX,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60526102,DRA X,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60527002,Pep Priv Energy Opp,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60528002,Energy Trust V,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60529002,VGO II,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60530002,Blacksand Capital II,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBF60531002,Bayswater Fund IV,2020-10-31,Not have CRBM
KSBG66050000,Total Energy & Other Illiquid,KSBG66050000,Total Energy & Other Illiquid,2020-10-31,Not have CRBM
KSBG660NOT00,Total Mktble Real Assets Not,KSBF60014002,Touradji PE Offshore,2020-10-31,Not have CRBM
KSBG660NOT00,Total Mktble Real Assets Not,KSBF60023002,Chickasaw MLP,2020-10-31,Not have CRBM
KSBG660NOT00,Total Mktble Real Assets Not,KSBG660NOT00,Total Mktble Real Assets Not,2020-10-31,Not have CRBM
KSBG70000000,Total Absolute Return,KSBF60012102,Bridgewater Pure Alpha II,2020-10-31,
KSBG70000000,Total Absolute Return,KSBF70011002,Baupost,2020-10-31,0.39505534335188436
KSBG70000000,Total Absolute Return,KSBF70013002,Bain Capital Public Equity,2020-10-31,1.033372008732413
KSBG70000000,Total Absolute Return,KSBF70016002,Farallon,2020-10-31,0.3046440528756793
KSBG70000000,Total Absolute Return,KSBF70020002,Highfields,2020-10-31,0.6043171267369004
KSBG70000000,Total Absolute Return,KSBF70021002,Indus Asia Pacific,2020-10-31,0.2743577846472418
KSBG70000000,Total Absolute Return,KSBF70022002,Oz,2020-10-31,0.3046440528756793
KSBG70000000,Total Absolute Return,KSBF70028002,King Street Capital,2020-10-31,0.5317447850519889
KSBG70000000,Total Absolute Return,KSBF70029002,Centerbridge Credit,2020-10-31,0.5317447850519889
KSBG70000000,Total Absolute Return,KSBF70032002,Steadfast,2020-10-31,0.40287808449126594
KSBG70000000,Total Absolute Return,KSBF70035002,Aleutian Fund,2020-10-31,Not have CRBM
KSBG70000000,Total Absolute Return,KSBF70039002,Bridgewater Pure,2020-10-31,
KSBG70000000,Total Absolute Return,KSBF70040002,ADM Capital Galleus II,2020-10-31,Not have CRBM
KSBG70000000,Total Absolute Return,KSBF70043002,Senator,2020-10-31,0.6043171267369004
KSBG70000000,Total Absolute Return,KSBF70045002,DoubleLine Flexible Income,2020-10-31,0.04572655239440694
KSBG70000000,Total Absolute Return,KSBF70047002,Pacific Alliance GP Asia Ln Fd,2020-10-31,0.5222918427011733
KSBG70000000,Total Absolute Return,KSBF70047102,PAG Asia Loan II Fund,2020-10-31,0.5222918427011733
KSBG70000000,Total Absolute Return,KSBF70050002,Capstone Global,2020-10-31,
KSBG70000000,Total Absolute Return,KSBF70052002,Audax Loan Fund,2020-10-31,0.5222918427011733
KSBG70000000,Total Absolute Return,KSBF70053002,CapitalSpring Lending Partners,2020-10-31,0.5222918427011733
KSBG70000000,Total Absolute Return,KSBF70053102,CSKS,2020-10-31,0.5585247960597395
KSBG70000000,Total Absolute Return,KSBF70054002,ILS P&C,2020-10-31,0.5222918427011733
KSBG70000000,Total Absolute Return,KSBF70054102,ILS Property&Casualty Fund II,2020-10-31,0.5222918427011733
KSBG70000000,Total Absolute Return,KSBF70055002,Crescent,2020-10-31,0.5222918427011733
KSBG70000000,Total Absolute Return,KSBF70056002,MTP Energy Ops,2020-10-31,Not have CRBM
KSBG70000000,Total Absolute Return,KSBF70057002,Camber,2020-10-31,0.2479206407983122
KSBG70000000,Total Absolute Return,KSBF70058002,Kayne Anderson Loan,2020-10-31,
KSBG70000000,Total Absolute Return,KSBF70060002,TCI REP Fund I,2020-10-31,-0.013882435637016442
KSBG70000000,Total Absolute Return,KSBF70061002,Field Street,2020-10-31,
KSBG70000000,Total Absolute Return,KSBF70062002,Clareant Loan Fund,2020-10-31,0.5222918427011733
KSBG70000000,Total Absolute Return,KSBF70066002,Myriad,2020-10-31,0.2743577846472418
KSBG70000000,Total Absolute Return,KSBF70067002,CQS Directional Opportunities,2020-10-31,Not have CRBM
KSBG70000000,Total Absolute Return,KSBF70068002,WAMCO Macro Opp Fund,2020-10-31,0.14169657802691663
KSBG70000000,Total Absolute Return,KSBF70070002,Pine River Special Opp.,2020-10-31,0.5222918427011733
KSBG70000000,Total Absolute Return,KSBF70071002,DoubleLine CMBS/CRE Fund,2020-10-31,Not have CRBM
KSBG70000000,Total Absolute Return,KSBF70075002,RA Capital Healthcare Fund,2020-10-31,1.1324897319554097
KSBG70000000,Total Absolute Return,KSBF70078002,Dorsal Capital Partners,2020-10-31,0.12400464104788889
KSBG70000000,Total Absolute Return,KSBF70079002,MTP Energy Opportunities Fd II,2020-10-31,0.5317447850519889
KSBG70000000,Total Absolute Return,KSBF70080002,VGO Special Situations Fund I,2020-10-31,0.5222918427011733
KSBG70000000,Total Absolute Return,KSBF70081002,Altimeter Offshore,2020-10-31,0.7477629675098137
KSBG70000000,Total Absolute Return,KSBF70082002,KSOH Fund,2020-10-31,0.5222918427011733
KSBG70000000,Total Absolute Return,KSBF70083002,Riva Capital Part V,2020-10-31,0.5222918427011733
KSBG70000000,Total Absolute Return,KSBF70083102,Abrams Cap Part II,2020-10-31,0.8261047617567392
KSBG70000000,Total Absolute Return,KSBF70084002,Soma Partners,2020-10-31,0.6716918056760687
KSBG70000000,Total Absolute Return,KSBF70085002,Perceptive Life Sci,2020-10-31,1.019240758759869
KSBG70000000,Total Absolute Return,KSBF70086002,Alphadyne,2020-10-31,
KSBG70000000,Total Absolute Return,KSBF70087002,Segantii,2020-10-31,
KSBG70000000,Total Absolute Return,KSBF70088002,Iron Park Win,2020-10-31,
KSBG70000000,Total Absolute Return,KSBF70089002,Rief Strategic Part,2020-10-31,0.3046440528756793
KSBG70000000,Total Absolute Return,KSBF70090002,Candlestick,2020-10-31,0.14428694109613488
KSBG70000000,Total Absolute Return,KSBF70091002,Trivest Advisors,2020-10-31,0.1885390736381089
KSBG70000000,Total Absolute Return,KSBF70092002,Citadel Kensington,2020-10-31,
KSBG70000000,Total Absolute Return,KSBF70094002,Alua,2020-10-31,0.5967975712995975
KSBG70000000,Total Absolute Return,KSBF70095002,Melvin Cap Offsh,2020-10-31,0.7199331067971123
KSBG70000000,Total Absolute Return,KSBF70097002,Laurion Capital,2020-10-31,0.10154701292813238
KSBG70000000,Total Absolute Return,KSBG70000000,Total Absolute Return,2020-10-31,Not have CRBM
