Reporting Account Number,Reporting Account Name,Source Account Number,Source Account Name,As Of Date,Base Currency Code,Target Currency Code,Asset Type Name,Purchases,Sales,Total Market Value,Cap Market Value,Total Monthly Return,Cap Monthly Return,Return Due To Income,Total Index Value,Cap Index Value,Report ID,Begin Date,Legacy Currency,Euro Conversion Date
KSBG250NOT00,Total Developed Mkt Notional,KSBG250NOT00,Total Developed Mkt Notional,20210131,USD,USD,TOTAL NET OF FEES,23959168,156212915,1431698843,1431685508,-1.4367,-1.4375,0.0007,98.5633,98.5625,RAM532,20210131,,
KSBG250NOT00,Total Developed Mkt Notional,KSBF70093002,Oasis Japan,20210131,USD,USD,TOTAL NET OF FEES,0,0,57430350.6,57430350.6,1.7266,1.7266,0,101.7266,101.7266,RAM532,20210131,,
KSBG250NOT00,Total Developed Mkt Notional,KSBF70076002,Biotechnology Value Fund,20210131,USD,USD,TOTAL NET OF FEES,0,0,327141669.3,327141669.3,4.2026,4.2026,0,104.2026,104.2026,RAM532,20210131,,
KSBG250NOT00,Total Developed Mkt Notional,KSBF70010002,TCI Fund,20210131,USD,USD,TOTAL NET OF FEES,0,26952000,265690346.4,265690346.4,-4.7454,-4.7454,0,95.2546,95.2546,RAM532,20210131,,
KSBG250NOT00,Total Developed Mkt Notional,KSBF35013002,Deccan,20210131,USD,USD,TOTAL NET OF FEES,0,0,140380128.8,140380128.8,-2.1055,-2.1055,0,97.8945,97.8945,RAM532,20210131,,
KSBG250NOT00,Total Developed Mkt Notional,KSBF35011002,Cantillon,20210131,USD,USD,TOTAL NET OF FEES,0,0,99941355.36,99941355.36,-1.4554,-1.4554,0,98.5446,98.5446,RAM532,20210131,,
KSBG250NOT00,Total Developed Mkt Notional,KSBF35010002,IVA LLC,20210131,USD,USD,TOTAL NET OF FEES,0,0,13334.17,0,-0.8227,0,-0.8227,99.1773,100,RAM532,20210131,,
KSBG250NOT00,Total Developed Mkt Notional,KSBF30027002,Blacksheep Fund,20210131,USD,USD,TOTAL NET OF FEES,0,0,32790427.72,32790427.72,-3.6923,-3.6923,0,96.3077,96.3077,RAM532,20210131,,
KSBG250NOT00,Total Developed Mkt Notional,KSBF20020002,AKO European,20210131,USD,USD,TOTAL NET OF FEES,0,0,142557500,142557500,-1.9583,-1.9583,0,98.0417,98.0417,RAM532,20210131,,
KSBG250NOT00,Total Developed Mkt Notional,KSBF20019002,Dynamo Fund LLC,20210131,USD,USD,TOTAL NET OF FEES,0,0,72672175.35,72672175.35,-3.7481,-3.7481,0,96.2519,96.2519,RAM532,20210131,,
KSBG250NOT00,Total Developed Mkt Notional,KSBF20018002,Kamvus,20210131,USD,USD,TOTAL NET OF FEES,0,0,147988193.1,147988193.1,-4.1306,-4.1306,0,95.8694,95.8694,RAM532,20210131,,
KSBG250NOT00,Total Developed Mkt Notional,KSBF20017002,Cevian Capital II LTD,20210131,USD,USD,TOTAL NET OF FEES,0,0,0,0,0,0,0,100,100,RAM532,20210131,,
KSBG250NOT00,Total Developed Mkt Notional,KSBF20016002,Non-US Equity Beta,20210131,USD,USD,TOTAL NET OF FEES,0,0,0,0,0,0,0,100,100,RAM532,20210131,,
KSBG250NOT00,Total Developed Mkt Notional,KSBF20012002,Morgan Stanley Global,20210131,USD,USD,TOTAL NET OF FEES,0,0,2343.75,2343.75,4.0826,-1.4357,5.5183,104.0826,98.5643,RAM532,20210131,,
KSBG250NOT00,Total Developed Mkt Notional,KSBF19010002,US Equity Beta,20210131,USD,USD,TOTAL NET OF FEES,23959168,29260915,1859674.84,1859674.84,-144.6283,-144.621,-0.0073,-44.6283,-44.621,RAM532,20210131,,
KSBG250NOT00,Total Developed Mkt Notional,KSBF1901N002,US Equity Beta Notional,20210131,USD,USD,TOTAL NET OF FEES,0,0,-428883974.8,-428883974.8,0,0,0,100,100,RAM532,20210131,,
KSBG250NOT00,Total Developed Mkt Notional,KSBF15011102,Misc Equity,20210131,USD,USD,TOTAL NET OF FEES,0,0,17130.44,17130.44,64.0847,-8.9285,73.0132,164.0847,91.0715,RAM532,20210131,,
KSBG250NOT00,Total Developed Mkt Notional,KSBF10023002,Whale Rock,20210131,USD,USD,TOTAL NET OF FEES,0,0,211671806.6,211671806.6,1.4797,1.4797,0,101.4797,101.4797,RAM532,20210131,,
KSBG250NOT00,Total Developed Mkt Notional,KSBF10022002,Stockbridge Fund LP,20210131,USD,USD,TOTAL NET OF FEES,0,0,70002668.03,70002668.03,-5.142,-5.142,0,94.858,94.858,RAM532,20210131,,
KSBG250NOT00,Total Developed Mkt Notional,KSBF10021002,Whitespruce Fund,20210131,USD,USD,TOTAL NET OF FEES,0,0,129218786,129218786,-6.3432,-6.3432,0,93.6568,93.6568,RAM532,20210131,,
KSBG250NOT00,Total Developed Mkt Notional,KSBF10010002,Adage,20210131,USD,USD,TOTAL NET OF FEES,0,100000000,161204927,161204927,-1.1162,-1.1162,0,98.8838,98.8838,RAM532,20210131,,
KSBG25000000,Total Developed Mkt,KSBG25000000,Total Developed Mkt,20210131,USD,USD,TOTAL NET OF FEES,23959168,156212915,1860582817,1860569483,-1.1607,-1.1613,0.0005,98.8393,98.8387,RAM532,20210131,,
KSBG25000000,Total Developed Mkt,KSBF70093002,Oasis Japan,20210131,USD,USD,TOTAL NET OF FEES,0,0,57430350.6,57430350.6,1.7266,1.7266,0,101.7266,101.7266,RAM532,20210131,,
KSBG25000000,Total Developed Mkt,KSBF70076002,Biotechnology Value Fund,20210131,USD,USD,TOTAL NET OF FEES,0,0,327141669.3,327141669.3,4.2026,4.2026,0,104.2026,104.2026,RAM532,20210131,,
KSBG25000000,Total Developed Mkt,KSBF70010002,TCI Fund,20210131,USD,USD,TOTAL NET OF FEES,0,26952000,265690346.4,265690346.4,-4.7454,-4.7454,0,95.2546,95.2546,RAM532,20210131,,
KSBG25000000,Total Developed Mkt,KSBF35013002,Deccan,20210131,USD,USD,TOTAL NET OF FEES,0,0,140380128.8,140380128.8,-2.1055,-2.1055,0,97.8945,97.8945,RAM532,20210131,,
KSBG25000000,Total Developed Mkt,KSBF35011002,Cantillon,20210131,USD,USD,TOTAL NET OF FEES,0,0,99941355.36,99941355.36,-1.4554,-1.4554,0,98.5446,98.5446,RAM532,20210131,,
KSBG25000000,Total Developed Mkt,KSBF35010002,IVA LLC,20210131,USD,USD,TOTAL NET OF FEES,0,0,13334.17,0,-0.8227,0,-0.8227,99.1773,100,RAM532,20210131,,
KSBG25000000,Total Developed Mkt,KSBF30027002,Blacksheep Fund,20210131,USD,USD,TOTAL NET OF FEES,0,0,32790427.72,32790427.72,-3.6923,-3.6923,0,96.3077,96.3077,RAM532,20210131,,
KSBG25000000,Total Developed Mkt,KSBF20020002,AKO European,20210131,USD,USD,TOTAL NET OF FEES,0,0,142557500,142557500,-1.9583,-1.9583,0,98.0417,98.0417,RAM532,20210131,,
KSBG25000000,Total Developed Mkt,KSBF20019002,Dynamo Fund LLC,20210131,USD,USD,TOTAL NET OF FEES,0,0,72672175.35,72672175.35,-3.7481,-3.7481,0,96.2519,96.2519,RAM532,20210131,,
KSBG25000000,Total Developed Mkt,KSBF20018002,Kamvus,20210131,USD,USD,TOTAL NET OF FEES,0,0,147988193.1,147988193.1,-4.1306,-4.1306,0,95.8694,95.8694,RAM532,20210131,,
KSBG25000000,Total Developed Mkt,KSBF20017002,Cevian Capital II LTD,20210131,USD,USD,TOTAL NET OF FEES,0,0,0,0,0,0,0,100,100,RAM532,20210131,,
KSBG25000000,Total Developed Mkt,KSBF20016002,Non-US Equity Beta,20210131,USD,USD,TOTAL NET OF FEES,0,0,0,0,0,0,0,100,100,RAM532,20210131,,
KSBG25000000,Total Developed Mkt,KSBF20012002,Morgan Stanley Global,20210131,USD,USD,TOTAL NET OF FEES,0,0,2343.75,2343.75,4.0826,-1.4357,5.5183,104.0826,98.5643,RAM532,20210131,,
KSBG25000000,Total Developed Mkt,KSBF19010002,US Equity Beta,20210131,USD,USD,TOTAL NET OF FEES,23959168,29260915,1859674.84,1859674.84,-144.6283,-144.621,-0.0073,-44.6283,-44.621,RAM532,20210131,,
KSBG25000000,Total Developed Mkt,KSBF15011102,Misc Equity,20210131,USD,USD,TOTAL NET OF FEES,0,0,17130.44,17130.44,64.0847,-8.9285,73.0132,164.0847,91.0715,RAM532,20210131,,
KSBG25000000,Total Developed Mkt,KSBF10023002,Whale Rock,20210131,USD,USD,TOTAL NET OF FEES,0,0,211671806.6,211671806.6,1.4797,1.4797,0,101.4797,101.4797,RAM532,20210131,,
KSBG25000000,Total Developed Mkt,KSBF10022002,Stockbridge Fund LP,20210131,USD,USD,TOTAL NET OF FEES,0,0,70002668.03,70002668.03,-5.142,-5.142,0,94.858,94.858,RAM532,20210131,,
KSBG25000000,Total Developed Mkt,KSBF10021002,Whitespruce Fund,20210131,USD,USD,TOTAL NET OF FEES,0,0,129218786,129218786,-6.3432,-6.3432,0,93.6568,93.6568,RAM532,20210131,,
KSBG25000000,Total Developed Mkt,KSBF10010002,Adage,20210131,USD,USD,TOTAL NET OF FEES,0,100000000,161204927,161204927,-1.1162,-1.1162,0,98.8838,98.8838,RAM532,20210131,,
KSBG25050000,Developed Markets-Mgr Only,KSBG25050000,Developed Markets-Mgr Only,20210131,USD,USD,TOTAL NET OF FEES,0,126952000,1858723143,1858709808,-1.4694,-1.4701,0.0006,98.5306,98.5299,RAM532,20210131,,
KSBG25050000,Developed Markets-Mgr Only,KSBF70093002,Oasis Japan,20210131,USD,USD,TOTAL NET OF FEES,0,0,57430350.6,57430350.6,1.7266,1.7266,0,101.7266,101.7266,RAM532,20210131,,
KSBG25050000,Developed Markets-Mgr Only,KSBF70076002,Biotechnology Value Fund,20210131,USD,USD,TOTAL NET OF FEES,0,0,327141669.3,327141669.3,4.2026,4.2026,0,104.2026,104.2026,RAM532,20210131,,
KSBG25050000,Developed Markets-Mgr Only,KSBF70010002,TCI Fund,20210131,USD,USD,TOTAL NET OF FEES,0,26952000,265690346.4,265690346.4,-4.7454,-4.7454,0,95.2546,95.2546,RAM532,20210131,,
KSBG25050000,Developed Markets-Mgr Only,KSBF35013002,Deccan,20210131,USD,USD,TOTAL NET OF FEES,0,0,140380128.8,140380128.8,-2.1055,-2.1055,0,97.8945,97.8945,RAM532,20210131,,
KSBG25050000,Developed Markets-Mgr Only,KSBF35011002,Cantillon,20210131,USD,USD,TOTAL NET OF FEES,0,0,99941355.36,99941355.36,-1.4554,-1.4554,0,98.5446,98.5446,RAM532,20210131,,
KSBG25050000,Developed Markets-Mgr Only,KSBF35010002,IVA LLC,20210131,USD,USD,TOTAL NET OF FEES,0,0,13334.17,0,-0.8227,0,-0.8227,99.1773,100,RAM532,20210131,,
KSBG25050000,Developed Markets-Mgr Only,KSBF30027002,Blacksheep Fund,20210131,USD,USD,TOTAL NET OF FEES,0,0,32790427.72,32790427.72,-3.6923,-3.6923,0,96.3077,96.3077,RAM532,20210131,,
KSBG25050000,Developed Markets-Mgr Only,KSBF20020002,AKO European,20210131,USD,USD,TOTAL NET OF FEES,0,0,142557500,142557500,-1.9583,-1.9583,0,98.0417,98.0417,RAM532,20210131,,
KSBG25050000,Developed Markets-Mgr Only,KSBF20019002,Dynamo Fund LLC,20210131,USD,USD,TOTAL NET OF FEES,0,0,72672175.35,72672175.35,-3.7481,-3.7481,0,96.2519,96.2519,RAM532,20210131,,
KSBG25050000,Developed Markets-Mgr Only,KSBF20018002,Kamvus,20210131,USD,USD,TOTAL NET OF FEES,0,0,147988193.1,147988193.1,-4.1306,-4.1306,0,95.8694,95.8694,RAM532,20210131,,
KSBG25050000,Developed Markets-Mgr Only,KSBF20017002,Cevian Capital II LTD,20210131,USD,USD,TOTAL NET OF FEES,0,0,0,0,0,0,0,100,100,RAM532,20210131,,
KSBG25050000,Developed Markets-Mgr Only,KSBF20012002,Morgan Stanley Global,20210131,USD,USD,TOTAL NET OF FEES,0,0,2343.75,2343.75,4.0826,-1.4357,5.5183,104.0826,98.5643,RAM532,20210131,,
KSBG25050000,Developed Markets-Mgr Only,KSBF15011102,Misc Equity,20210131,USD,USD,TOTAL NET OF FEES,0,0,17130.44,17130.44,64.0847,-8.9285,73.0132,164.0847,91.0715,RAM532,20210131,,
KSBG25050000,Developed Markets-Mgr Only,KSBF10023002,Whale Rock,20210131,USD,USD,TOTAL NET OF FEES,0,0,211671806.6,211671806.6,1.4797,1.4797,0,101.4797,101.4797,RAM532,20210131,,
KSBG25050000,Developed Markets-Mgr Only,KSBF10022002,Stockbridge Fund LP,20210131,USD,USD,TOTAL NET OF FEES,0,0,70002668.03,70002668.03,-5.142,-5.142,0,94.858,94.858,RAM532,20210131,,
KSBG25050000,Developed Markets-Mgr Only,KSBF10021002,Whitespruce Fund,20210131,USD,USD,TOTAL NET OF FEES,0,0,129218786,129218786,-6.3432,-6.3432,0,93.6568,93.6568,RAM532,20210131,,
KSBG25050000,Developed Markets-Mgr Only,KSBF10010002,Adage,20210131,USD,USD,TOTAL NET OF FEES,0,100000000,161204927,161204927,-1.1162,-1.1162,0,98.8838,98.8838,RAM532,20210131,,
KSBG33000000,Total Emerging Markets,KSBG33000000,Total Emerging Markets,20210131,USD,USD,TOTAL NET OF FEES,154110,12000000,749413857.8,749413857.8,3.1064,3.1064,0,103.1064,103.1064,RAM532,20210131,,
KSBG33000000,Total Emerging Markets,KSBF30028002,Golden China Fund,20210131,USD,USD,TOTAL NET OF FEES,0,0,115205038.9,115205038.9,5.07,5.07,0,105.07,105.07,RAM532,20210131,,
KSBG33000000,Total Emerging Markets,KSBF30025002,Amansa Feeder Ltd,20210131,USD,USD,TOTAL NET OF FEES,0,0,93858499.59,93858499.59,0.6055,0.6055,0,100.6055,100.6055,RAM532,20210131,,
KSBG33000000,Total Emerging Markets,KSBF30024402,Westbridge SPV-SH II,20210131,USD,USD,TOTAL NET OF FEES,0,0,2970645.79,2970645.79,0,0,0,100,100,RAM532,20210131,,
KSBG33000000,Total Emerging Markets,KSBF30024302,Westbridge Crsovr IV,20210131,USD,USD,TOTAL NET OF FEES,0,0,10748426.6,10748426.6,0,0,0,100,100,RAM532,20210131,,
KSBG33000000,Total Emerging Markets,KSBF30024102,Westbridge SPV SH,20210131,USD,USD,TOTAL NET OF FEES,154110,0,17337493.45,17337493.45,0,0,0,100,100,RAM532,20210131,,
KSBG33000000,Total Emerging Markets,KSBF30024002,"Westbridge Crossover Fund, LLC",20210131,USD,USD,TOTAL NET OF FEES,0,0,28103407.74,28103407.74,0,0,0,100,100,RAM532,20210131,,
KSBG33000000,Total Emerging Markets,KSBF30017102,Hillhouse China VAL,20210131,USD,USD,TOTAL NET OF FEES,0,0,108985198.3,108985198.3,1.5756,1.5756,0,101.5756,101.5756,RAM532,20210131,,
KSBG33000000,Total Emerging Markets,KSBF30017002,Hillhouse Gaoling Fund,20210131,USD,USD,TOTAL NET OF FEES,0,12000000,340450191.4,340450191.4,4.4401,4.4401,0,104.4401,104.4401,RAM532,20210131,,
KSBG33000000,Total Emerging Markets,KSBF30016002,Neon Liberty Lorikeet,20210131,USD,USD,TOTAL NET OF FEES,0,0,32049656.03,32049656.03,0.5078,0.5078,0,100.5078,100.5078,RAM532,20210131,,
KSBG33000000,Total Emerging Markets,KSBF30015002,Westwood Global,20210131,USD,USD,TOTAL NET OF FEES,0,0,-294700,-294700,0,0,0,100,100,RAM532,20210131,,
KSBG44000000,Total US Fixed Income,KSBG44000000,Total US Fixed Income,20210131,USD,USD,TOTAL NET OF FEES,270660532,146085576,367753916,364570935.1,-0.2345,-0.4533,0.2188,99.7655,99.5467,RAM532,20210131,,
KSBG44000000,Total US Fixed Income,KSBF40011002,Payden US Treasury,20210131,USD,USD,TOTAL NET OF FEES,270660532,146085576,367753916,364570935.1,-0.2345,-0.4533,0.2188,99.7655,99.5467,RAM532,20210131,,
KSBG44500000,Total Non-US Fixed Income,KSBG44500000,Total Non-US Fixed Income,20210131,USD,USD,TOTAL NET OF FEES,98690,0,103117.96,20302.56,53.6783,-45.5525,99.2308,153.6783,54.4475,RAM532,20210131,,
KSBG44500000,Total Non-US Fixed Income,KSBF47510102,Payden Rygel Sweep Income,20210131,USD,USD,TOTAL NET OF FEES,98690,0,20302.56,20302.56,-45.5525,-45.5525,0,54.4475,54.4475,RAM532,20210131,,
KSBG44500000,Total Non-US Fixed Income,KSBF45011002,Colchester Global,20210131,USD,USD,TOTAL NET OF FEES,0,0,23934.28,0,0.1788,0,0.1788,100.1788,100,RAM532,20210131,,
KSBG44500000,Total Non-US Fixed Income,KSBF45010002,Brandywine,20210131,USD,USD,TOTAL NET OF FEES,0,0,58881.12,0,0.1788,0,0.1788,100.1788,100,RAM532,20210131,,
KSBG447NOT00,Total Cash Equiv Notional,KSBG447NOT00,Total Cash Equiv Notional,20210131,USD,USD,TOTAL NET OF FEES,341129022,219644688,757623685.1,757621041.7,0.0004,0,0.0004,100.0004,100,RAM532,20210131,,
KSBG447NOT00,Total Cash Equiv Notional,KSBF47519002,US Equity Beta Syn Cash Offset,20210131,USD,USD,TOTAL NET OF FEES,0,0,428883974.8,428883974.8,0,0,0,100,100,RAM532,20210131,,
KSBG447NOT00,Total Cash Equiv Notional,KSBF47500002,Endowment Cash,20210131,USD,USD,TOTAL NET OF FEES,341129022,219644688,328739710.3,328737066.8,0.0008,0,0.0008,100.0008,100,RAM532,20210131,,
KSBG44750000,Total Cash Equivalents,KSBG44750000,Total Cash Equivalents,20210131,USD,USD,TOTAL NET OF FEES,341129022,219644688,328739710.3,328737066.8,0.0008,0,0.0008,100.0008,100,RAM532,20210131,,
KSBG44750000,Total Cash Equivalents,KSBF47500002,Endowment Cash,20210131,USD,USD,TOTAL NET OF FEES,341129022,219644688,328739710.3,328737066.8,0.0008,0,0.0008,100.0008,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBG55000000,Total Vent Cap and Priv Equity,20210131,USD,USD,TOTAL NET OF FEES,16332739,17045745,2821159401,2821159174,0.2405,0.0682,0.1723,100.2405,100.0682,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF55012002,Arsenal Venture Partners II,20210131,USD,USD,TOTAL NET OF FEES,0,0,2808117,2808117,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF55011002,Tech Partners VIII-HTI,20210131,USD,USD,TOTAL NET OF FEES,0,0,210768.5,210768.5,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF55010102,Startup Capital II,20210131,USD,USD,TOTAL NET OF FEES,0,0,2583081.84,2583081.84,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF55010002,Startup Capital Vent,20210131,USD,USD,TOTAL NET OF FEES,0,0,999899.71,999899.71,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50532002,Arch Vent XI,20210131,USD,USD,TOTAL NET OF FEES,1354600,0,1354600,1354600,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50530002,Accel XIV,20210131,USD,USD,TOTAL NET OF FEES,0,0,2185192,2185192,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50529302,GC X Endurance,20210131,USD,USD,TOTAL NET OF FEES,0,0,2250363.57,2250363.57,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50529202,GC X-Growth Venture,20210131,USD,USD,TOTAL NET OF FEES,0,0,5310412.38,5310412.38,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50529102,GC X-Early Venture,20210131,USD,USD,TOTAL NET OF FEES,0,0,2624245.19,2624245.19,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50529002,General Catalyst IX,20210131,USD,USD,TOTAL NET OF FEES,0,0,10606406,10606406,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50528302,Y Combinator ES20,20210131,USD,USD,TOTAL NET OF FEES,0,0,1916178,1916178,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50528202,YCC20 LP Continuity,20210131,USD,USD,TOTAL NET OF FEES,0,0,626178,626178,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50528002,YC II LP,20210131,USD,USD,TOTAL NET OF FEES,0,0,99281479,99281479,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50527102,Initialized Annex,20210131,USD,USD,TOTAL NET OF FEES,0,0,19699143,19699143,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50527002,"Initialized III, L.P.",20210131,USD,USD,TOTAL NET OF FEES,0,0,22652217,22652217,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50526302,Andreessen H Fund VI,20210131,USD,USD,TOTAL NET OF FEES,216000,0,3584499,3584499,-0.6918,-0.6918,0,99.3082,99.3082,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50526202,AH LSV Fund I,20210131,USD,USD,TOTAL NET OF FEES,264000,0,9444152,9444152,-0.3877,-0.3877,0,99.6123,99.6123,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50526102,AH Parallel Fund VQ LP,20210131,USD,USD,TOTAL NET OF FEES,7167,0,2301595.67,2301595.67,-0.4124,-0.4124,0,99.5876,99.5876,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50526002,Andreessen Horowitz Fund VQ LP,20210131,USD,USD,TOTAL NET OF FEES,0,0,3748960.32,3748960.32,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50525002,"Felicis Ventures V, L.P.",20210131,USD,USD,TOTAL NET OF FEES,100000,0,8829907,8829907,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50524102,TI Platform Fund II,20210131,USD,USD,TOTAL NET OF FEES,297000,0,2114074,2114074,-0.9285,-0.9285,0,99.0715,99.0715,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50524002,TI Platform Fund I,20210131,USD,USD,TOTAL NET OF FEES,50510,0,5973600,5973600,-0.0553,-0.0553,0,99.9447,99.9447,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50523102,CrossCut Ventures 4 LP,20210131,USD,USD,TOTAL NET OF FEES,600000,0,6966507,6966507,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50523002,CrossCut Ventures 3 LP,20210131,USD,USD,TOTAL NET OF FEES,0,0,4684527,4684527,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50522102,A Fund III,20210131,USD,USD,TOTAL NET OF FEES,0,0,1037228,1037228,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50522002,"A-Fund II, L.P.",20210131,USD,USD,TOTAL NET OF FEES,0,0,7843459,7843459,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50521202,Maveron VII,20210131,USD,USD,TOTAL NET OF FEES,0,0,2656858,2656858,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50521102,"Maveron Equity Partners VI, LP",20210131,USD,USD,TOTAL NET OF FEES,0,0,10831622,10831622,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50521002,Maveron Equity Partners V,20210131,USD,USD,TOTAL NET OF FEES,0,0,24403867,24403867,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50520002,Formation 8 Partners Fund II,20210131,USD,USD,TOTAL NET OF FEES,0,0,9868841,9868841,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50519002,Legacy Venture VII,20210131,USD,USD,TOTAL NET OF FEES,0,0,19313403,19313403,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50518402,Thrive VI Growth,20210131,USD,USD,TOTAL NET OF FEES,0,0,5719316.72,5719316.72,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50518302,Thrive VI,20210131,USD,USD,TOTAL NET OF FEES,416838,0,2704565.23,2704565.23,-0.7157,-0.7157,0,99.2843,99.2843,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50518202,Thrive Capital Partners V L.P.,20210131,USD,USD,TOTAL NET OF FEES,756682,0,14038368.45,14038368.45,-0.3997,-0.3997,0,99.6003,99.6003,RAM532,20210131,,
