Reporting Account Number,Reporting Account Name,Source Account Number,Source Account Name,As Of Date,Base Currency Code,Target Currency Code,Asset Type Name,Purchases,Sales,Total Market Value,Cap Market Value,Total Monthly Return,Cap Monthly Return,Return Due To Income,Total Index Value,Cap Index Value,Report ID,Begin Date,Legacy Currency,Euro Conversion Date
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50518102,Thrive Capital Partners IV Sup,20210131,USD,USD,TOTAL NET OF FEES,0,0,918417,918417,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50518002,Thrive Capital Partners IV,20210131,USD,USD,TOTAL NET OF FEES,0,0,2373089,2373089,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50517202,Pear III,20210131,USD,USD,TOTAL NET OF FEES,169000,0,1202769,1202769,-2.9257,-2.9257,0,97.0743,97.0743,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50517102,Pear Ventures II,20210131,USD,USD,TOTAL NET OF FEES,0,0,6908426,6908426,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50517002,Pear Ventures I,20210131,USD,USD,TOTAL NET OF FEES,0,0,17248132,17248132,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50516302,Versant Vantage I,20210131,USD,USD,TOTAL NET OF FEES,592977,0,12871582.12,12871582.12,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50516202,Versant VII,20210131,USD,USD,TOTAL NET OF FEES,0,0,10811057.64,10811057.64,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50516102,Versant VI,20210131,USD,USD,TOTAL NET OF FEES,0,0,37608729.39,37608729.39,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50516002,Versant V,20210131,USD,USD,TOTAL NET OF FEES,0,0,29083750.21,29083750.21,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50515102,"5AM Ventures V, L.P.",20210131,USD,USD,TOTAL NET OF FEES,0,0,10043553,10043553,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50515002,5AM IV,20210131,USD,USD,TOTAL NET OF FEES,0,0,20353430.83,20353430.83,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50514802,Sequoia US VC XVII,20210131,USD,USD,TOTAL NET OF FEES,0,0,630000,630000,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50514702,Sequoia US VC XVI,20210131,USD,USD,TOTAL NET OF FEES,0,0,4015792,4015792,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50514602,Sequoia Sct Seed III,20210131,USD,USD,TOTAL NET OF FEES,0,0,1685610,1685610,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50514502,Sequoia US Venture XV,20210131,USD,USD,TOTAL NET OF FEES,30000,0,7317577,7317577,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50514402,Sequoia US Scout 2013,20210131,USD,USD,TOTAL NET OF FEES,0,0,150957,150957,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50514302,Sequoia Venture 2010 Seed,20210131,USD,USD,TOTAL NET OF FEES,0,0,1803812,1803812,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50514202,Sequoia US Venture XIV,20210131,USD,USD,TOTAL NET OF FEES,0,0,19865404,19865404,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50514102,Sequoia US Venture 2010,20210131,USD,USD,TOTAL NET OF FEES,0,0,22916101,22916101,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50513002,InterWest Partners X,20210131,USD,USD,TOTAL NET OF FEES,0,0,10279047.07,10279047.07,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50512102,Zero2IPO China Angel III,20210131,USD,USD,TOTAL NET OF FEES,0,0,4013485,4013485,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50512002,Zero2IPO China II,20210131,USD,USD,TOTAL NET OF FEES,0,0,1298674,1298674,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50511002,Tech Part VIII- VC,20210131,USD,USD,TOTAL NET OF FEES,0,0,210768.5,210768.5,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50510102,TCV VII,20210131,USD,USD,TOTAL NET OF FEES,0,0,6005436.45,6005436.45,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50510002,TCV VI,20210131,USD,USD,TOTAL NET OF FEES,0,0,166020,166020,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50509202,Capital Partners III,20210131,USD,USD,TOTAL NET OF FEES,0,0,24747121,24747121,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50509102,SVB Strategic III,20210131,USD,USD,TOTAL NET OF FEES,0,26226,13838347,13838347,0,-4.3488,4.3488,100,95.6512,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50509002,SVB Strategic II,20210131,USD,USD,TOTAL NET OF FEES,0,0,4780789,4780789,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50508202,Sanderling VII,20210131,USD,USD,TOTAL NET OF FEES,0,0,8041685,8041685,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50508102,Sanderling VI Co-Investment,20210131,USD,USD,TOTAL NET OF FEES,0,0,1979421,1979421,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50508002,Sanderling VI,20210131,USD,USD,TOTAL NET OF FEES,0,0,4336480,4336480,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50507402,Polaris IX,20210131,USD,USD,TOTAL NET OF FEES,0,0,2729856,2729856,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50507302,Polaris VIII,20210131,USD,USD,TOTAL NET OF FEES,0,0,18077291,18077291,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50507202,Polaris VII,20210131,USD,USD,TOTAL NET OF FEES,0,0,26013361,26013361,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50507102,Polaris VI,20210131,USD,USD,TOTAL NET OF FEES,0,0,6920549,6920549,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50507002,Polaris V,20210131,USD,USD,TOTAL NET OF FEES,0,0,2588898.22,2588898.22,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50506002,New Leaf Vent II,20210131,USD,USD,TOTAL NET OF FEES,0,0,1604324,1604324,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50505002,Knightsbridge VI,20210131,USD,USD,TOTAL NET OF FEES,0,0,2352172,2352172,0,-19.5611,19.5611,100,80.4389,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50504502,Highland Capital 9,20210131,USD,USD,TOTAL NET OF FEES,0,0,19729430.09,19729430.09,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50504402,Highland Capital VIII,20210131,USD,USD,TOTAL NET OF FEES,0,0,5708139,5708139,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50504302,Highland Capital VII,20210131,USD,USD,TOTAL NET OF FEES,0,0,2943540.05,2943540.05,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50504202,Highland Capital VI,20210131,USD,USD,TOTAL NET OF FEES,0,0,70868,70868,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50504102,Highland Capital V,20210131,USD,USD,TOTAL NET OF FEES,0,0,0.01,0.01,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50504002,Highland Capital IV,20210131,USD,USD,TOTAL NET OF FEES,0,0,0.01,0.01,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50503002,FTV III LP,20210131,USD,USD,TOTAL NET OF FEES,0,0,2497113.9,2497113.9,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50502602,Founders Fund VII,20210131,USD,USD,TOTAL NET OF FEES,0,0,5056263,5056263,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50502502,Lembas II,20210131,USD,USD,TOTAL NET OF FEES,0,0,18497368,18497368,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50502402,The Founders Fund VI,20210131,USD,USD,TOTAL NET OF FEES,0,0,22879376,22879376,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50502302,Founders Fund V,20210131,USD,USD,TOTAL NET OF FEES,0,0,44043183,44043183,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50502202,Founders Fund IV,20210131,USD,USD,TOTAL NET OF FEES,0,0,32058095.04,32058095.04,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50502102,Founders Fund III,20210131,USD,USD,TOTAL NET OF FEES,0,0,22245311,22245311,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50502002,Founders Fund II,20210131,USD,USD,TOTAL NET OF FEES,0,0,76114121,76114121,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50501402,CRV XVII,20210131,USD,USD,TOTAL NET OF FEES,750000,0,10841520,10841520,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50501302,Charles River XVI,20210131,USD,USD,TOTAL NET OF FEES,0,0,27549570.7,27549570.7,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50501202,Charles River XV,20210131,USD,USD,TOTAL NET OF FEES,0,0,17966277,17966277,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50501102,Charles River XIV,20210131,USD,USD,TOTAL NET OF FEES,0,0,2557722,2557722,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50501002,Charles River XIII,20210131,USD,USD,TOTAL NET OF FEES,0,0,869465,869465,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50500002,Champion Ventures III,20210131,USD,USD,TOTAL NET OF FEES,0,0,1596390,1596390,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50181002,Saama Capital IV,20210131,USD,USD,TOTAL NET OF FEES,0,0,4234291,4234291,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50180002,Alphax Partners I,20210131,USD,USD,TOTAL NET OF FEES,0,0,6096248.3,6096248.3,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50179002,Northern Light V,20210131,USD,USD,TOTAL NET OF FEES,1495000,0,21327660,21327660,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50178302,83North FXV III,20210131,USD,USD,TOTAL NET OF FEES,0,0,2000281,2000281,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50178202,83North FXV LP,20210131,USD,USD,TOTAL NET OF FEES,0,0,2930853,2930853,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50178102,83NORTH V,20210131,USD,USD,TOTAL NET OF FEES,0,0,2546464,2546464,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50178002,83North IV LP,20210131,USD,USD,TOTAL NET OF FEES,0,0,5050194,5050194,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50177602,Accel India VI,20210131,USD,USD,TOTAL NET OF FEES,0,0,1762586,1762586,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50177502,Accel Leaders II,20210131,USD,USD,TOTAL NET OF FEES,0,0,2976136,2976136,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50177402,Accel Growth V,20210131,USD,USD,TOTAL NET OF FEES,0,0,5371523,5371523,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50177302,Accel India V,20210131,USD,USD,TOTAL NET OF FEES,0,0,7287381,7287381,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50177202,Accel Leaders Fund,20210131,USD,USD,TOTAL NET OF FEES,0,0,4423291.04,4423291.04,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50177102,Accel Growth Fund IV,20210131,USD,USD,TOTAL NET OF FEES,0,0,7661429.52,7661429.52,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50177002,Accel XIII,20210131,USD,USD,TOTAL NET OF FEES,0,0,2477414,2477414,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50176502,GGV Discovery II,20210131,USD,USD,TOTAL NET OF FEES,786363,0,6969705.45,6969705.45,-0.9155,-0.9155,0,99.0845,99.0845,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50176402,GGV VII Plus,20210131,USD,USD,TOTAL NET OF FEES,29707,0,2187827.4,2187827.4,-0.0135,-0.0135,0,99.9865,99.9865,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50176302,GGV VII,20210131,USD,USD,TOTAL NET OF FEES,0,0,8649357.14,8649357.14,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50176202,GGV Discovery I,20210131,USD,USD,TOTAL NET OF FEES,34844,0,1318188.28,1318188.28,-0.0119,-0.0119,0,99.9881,99.9881,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50176102,GGV VI Plus,20210131,USD,USD,TOTAL NET OF FEES,0,0,1956732.82,1956732.82,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50176002,GGV VI,20210131,USD,USD,TOTAL NET OF FEES,0,0,7082991.64,7082991.64,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50175002,Shamrock Cap Cont I,20210131,USD,USD,TOTAL NET OF FEES,0,335252,10032391.68,10032391.68,-0.7909,-0.7909,0,99.2091,99.2091,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50174302,SEQ GBL III China,20210131,USD,USD,TOTAL NET OF FEES,0,0,876716,876716,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50174202,Seq Gbl III US India,20210131,USD,USD,TOTAL NET OF FEES,0,0,633394,633394,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50174102,Sequoia GLB GRTH III,20210131,USD,USD,TOTAL NET OF FEES,390073,0,22329398,22329398,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50174002,Sequoia Cap Gbl Growth Fund II,20210131,USD,USD,TOTAL NET OF FEES,0,0,69751822.88,69751822.88,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50172302,Seq India VC VII,20210131,USD,USD,TOTAL NET OF FEES,0,0,426796,426796,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50172202,Seq India Gr III,20210131,USD,USD,TOTAL NET OF FEES,0,0,413254,413254,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50172102,Sequoia India Seed I,20210131,USD,USD,TOTAL NET OF FEES,0,0,987922,987922,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50172002,Sequoia India VC VI,20210131,USD,USD,TOTAL NET OF FEES,0,0,6934262,6934262,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50171702,Seq China Seed II,20210131,USD,USD,TOTAL NET OF FEES,0,0,292013,292013,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50171602,Seq China VC VIII,20210131,USD,USD,TOTAL NET OF FEES,0,0,1475462,1475462,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50171502,Seq China Gr VI,20210131,USD,USD,TOTAL NET OF FEES,0,0,3921222,3921222,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50171402,Sequoia China GR V,20210131,USD,USD,TOTAL NET OF FEES,0,0,20142424,20142424,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50171302,Sequoia China VC VII,20210131,USD,USD,TOTAL NET OF FEES,0,0,7468515,7468515,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50171202,Sequoia China Seed I,20210131,USD,USD,TOTAL NET OF FEES,0,0,1740510,1740510,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50171102,Sequoia Cap China Growth IV,20210131,USD,USD,TOTAL NET OF FEES,0,0,40337070,40337070,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50171002,Sequoia Cap China Venture VI,20210131,USD,USD,TOTAL NET OF FEES,0,0,8413005.1,8413005.1,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50170002,Thompson Street Capital IV,20210131,USD,USD,TOTAL NET OF FEES,0,0,22828675,22828675,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50169102,Trustbridge VI,20210131,USD,USD,TOTAL NET OF FEES,0,0,41577263.13,41577263.13,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50169002,Trustbridge V,20210131,USD,USD,TOTAL NET OF FEES,0,0,33682158.36,33682158.36,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50168002,Kandeo Fund II,20210131,USD,USD,TOTAL NET OF FEES,0,0,12875602.96,12875602.96,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50166102,IDG China Venture V,20210131,USD,USD,TOTAL NET OF FEES,0,0,14797241,14797241,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50166002,IDG China Capital Fund III,20210131,USD,USD,TOTAL NET OF FEES,0,0,17564704,17564704,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50165002,Revolution Growth III,20210131,USD,USD,TOTAL NET OF FEES,15918,0,37920873.8,37920873.8,-0.3277,-0.3277,0,99.6723,99.6723,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50164102,Shoreline Fund III Co-Inv,20210131,USD,USD,TOTAL NET OF FEES,0,0,3392048,3392048,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50164002,Shoreline China Value III,20210131,USD,USD,TOTAL NET OF FEES,0,180398,7224587,7224587,-0.0388,-0.0721,0.0333,99.9612,99.9279,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50163402,Valar Fund VI,20210131,USD,USD,TOTAL NET OF FEES,1000000,0,3070730,3070730,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50163302,Valar Fund V,20210131,USD,USD,TOTAL NET OF FEES,300000,0,24133662,24133662,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50163202,Valar Global Fund IV,20210131,USD,USD,TOTAL NET OF FEES,0,0,28215417,28215417,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50163102,Valar Global Fund III,20210131,USD,USD,TOTAL NET OF FEES,0,0,22500000,22500000,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50163002,Valar Global Fund II,20210131,USD,USD,TOTAL NET OF FEES,0,0,22377611,22377611,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50162202,DCM Vent China IX,20210131,USD,USD,TOTAL NET OF FEES,0,0,6221813,6221813,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50162102,DCM Ventures China Fund VIII,20210131,USD,USD,TOTAL NET OF FEES,0,0,12987898,12987898,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50162002,DCM Ventures China Turbo Fund,20210131,USD,USD,TOTAL NET OF FEES,0,0,24973840,24973840,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50161402,Hillhouse Focused V,20210131,USD,USD,TOTAL NET OF FEES,0,70557,573048.64,573048.64,-14.2569,-14.4309,0.174,85.7431,85.5691,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50161302,Hillhouse V Feeder,20210131,USD,USD,TOTAL NET OF FEES,0,54452,240223.59,240223.59,0.1044,0,0.1044,100.1044,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50161202,Hillhouse Fund IV,20210131,USD,USD,TOTAL NET OF FEES,0,0,40812876.08,40812876.08,-0.3265,-0.3265,0,99.6735,99.6735,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50161102,Hillhouse Fund III,20210131,USD,USD,TOTAL NET OF FEES,0,0,42468766.96,42468766.96,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50161002,Hillhouse Fund II,20210131,USD,USD,TOTAL NET OF FEES,0,0,30742860.87,30742860.87,0,-0.0569,0.0569,100,99.9431,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50160102,Deerfield PD IV,20210131,USD,USD,TOTAL NET OF FEES,0,0,33801500,33801500,17.3501,17.3501,0,117.3501,117.3501,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50160002,Deerfield PD Fund III,20210131,USD,USD,TOTAL NET OF FEES,0,0,26467341,26467341,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50159102,Pamlico Capital IV,20210131,USD,USD,TOTAL NET OF FEES,0,0,18029335.61,18029335.61,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50159002,Pamlico Capital III LP,20210131,USD,USD,TOTAL NET OF FEES,0,0,8176426.4,8176426.4,0,0,0,100,100,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50158102,Kuramo Africa Opp Fund II,20210131,USD,USD,TOTAL NET OF FEES,1023765,0,16474837,16474837,-0.5892,-0.5892,0,99.4108,99.4108,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50158002,Kuramo Africa Opp Fund,20210131,USD,USD,TOTAL NET OF FEES,28760,93928,11812292,11812292,-0.5487,-0.5487,0,99.4513,99.4513,RAM532,20210131,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50157102,ZMC III,20210131,USD,USD,TOTAL NET OF FEES,0,0,5785775.61,5785775.61,-2.8511,-2.8511,0,97.1489,97.1489,RAM532,20210131,,
